name,birthdate,num_games,overall_record,height,hit_pct,aces_per_game,serve_errors_per_game,blocks_per_game,digs_per_game,.cluster
Tracy Jones,1981-03-17,427,0.5245901639344263,66,0.39092111062141915,0.9039812646370023,0.8548009367681498,0.1053864168618267,10.007025761124122,1
Ingrid Torlen,1979-07-21,423,0.48936170212765956,69,0.39420289855072466,0.04491725768321513,0.04018912529550828,0.02127659574468085,0.15130023640661938,2
Sara Montagnolli,1978-12-02,416,0.4110576923076923,67,0.2251655629139073,0.01201923076923077,0.036057692307692304,0.002403846153846154,0.13942307692307693,3
Kathrine Maaseide,1976-12-18,411,0.44525547445255476,72,0.4375,0.0681265206812652,0.07785888077858881,0.0267639902676399,0.2822384428223844,2
Karla Borger,1988-11-22,410,0.6146341463414634,71,0.49246231155778897,0.09268292682926829,0.13170731707317074,0.01951219512195122,0.32926829268292684,2
Heather Bansley,1987-09-13,401,0.5910224438902744,67,0.3522727272727273,0.07231920199501247,0.09725685785536159,0.00997506234413965,0.5610972568578554,3
Ashley Ivy Swift,1980-10-29,395,0.5113924050632911,71,0.38940918025205223,1.4151898734177215,2.369620253164557,0.5367088607594936,6.751898734177215,1
Barbara Seixas,1987-08-03,389,0.7249357326478149,70,0.5330490405117271,0.11053984575835475,0.07712082262210797,0.002570694087403599,0.41645244215938304,2
Vasso Karadassiou,1973-01-06,387,0.5581395348837209,72,0.5731225296442688,0.05426356589147287,0.031007751937984496,0.007751937984496124,0.35142118863049093,2
Okka Rau,1977-01-05,385,0.5584415584415584,71,0.4631336405529954,0.04155844155844156,0.06233766233766234,0.03116883116883117,0.2649350649350649,2
Stephanie Pohl,1978-05-07,385,0.5584415584415584,73,0.43312101910828027,0.02857142857142857,0.05454545454545454,0.07532467532467532,0.19480519480519481,2
Rebekka Kadijk,1979-06-16,384,0.5104166666666666,69,0.33955223880597013,0.044270833333333336,0.08333333333333333,0.0078125,0.3567708333333333,3
Sara Niedrig,1984-05-21,379,0.633245382585752,71,0.4110929853181077,0.13720316622691292,0.24538258575197888,0.11081794195250659,0.24274406332453827,2
Sarah Pavan,1986-08-16,377,0.6790450928381963,77,0.4755859375,0.11671087533156499,0.2917771883289125,0.38992042440318303,0.29973474801061006,4
Ekaterina Birlova,1987-08-11,374,0.5187165775401069,71,0.5,0.05080213903743316,0.10427807486631016,0.09893048128342247,0.25935828877005346,2
Mayra Garcia,1972-05-16,374,0.446524064171123,68,0.3807531380753138,0.045454545454545456,0.05080213903743316,0,0.393048128342246,2
Nila Ann Hakedal,1979-06-13,374,0.5106951871657754,70,0.3291139240506329,0.045454545454545456,0.07754010695187166,0.029411764705882353,0.13903743315508021,3
Louise Bawden,1981-08-07,372,0.5026881720430108,72,0.47262247838616717,0.051075268817204304,0.10752688172043011,0.10215053763440861,0.18548387096774194,2
Isabelle Forrer,1982-03-28,368,0.4592391304347826,70,0.38328530259365995,0.059782608695652176,0.059782608695652176,0.002717391304347826,0.36141304347826086,2
Heather Lowe,1975-04-13,365,0.44931506849315067,72,0.3482282438770193,0.8657534246575342,1.0712328767123287,0.8547945205479452,6.306849315068493,1
Kristyna Kolocova,1988-04-01,365,0.5808219178082191,67,0.4291497975708502,0.08767123287671233,0.12054794520547946,0,0.4712328767123288,2
Whitney Pavlik,1983-11-03,363,0.5261707988980716,72,0.3736054022313564,0.8016528925619835,1.1790633608815426,0.17355371900826447,8.154269972451791,1
Marie-Andree Lessard,1977-12-06,359,0.415041782729805,66,0.36824324324324326,0.04735376044568245,0.08913649025069638,0.008356545961002786,0.23119777158774374,3
Paula Roca,1971-07-17,358,0.5167597765363129,71,0.3655355493998153,1.1927374301675977,1.2206703910614525,0.5698324022346368,9.41340782122905,1
Fan Wang,1994-01-27,357,0.5238095238095238,74,0.46842105263157896,0.0392156862745098,0.056022408963585436,0.04201680672268908,0.08403361344537816,2
Chantal Laboureur,1990-01-04,356,0.601123595505618,70,0.35359116022099446,0.033707865168539325,0.033707865168539325,0.011235955056179775,0.24719101123595505,2
Dalixia Fernandez Grasset,1977-11-26,349,0.5071633237822349,69,0.514161220043573,0.0659025787965616,0.0659025787965616,0.011461318051575931,0.3982808022922636,2
Efthalia Koutroumanidou,1982-10-07,346,0.4479768786127168,70,0.425531914893617,0.02601156069364162,0.04046242774566474,0.028901734104046242,0.25722543352601157,2
Jenny Pavley,1976-06-17,344,0.5087209302325582,68,0.33285560730920816,0.6191860465116279,0.7296511627906976,0.16569767441860464,11.206395348837209,1
Lucilla Perrotta,1975-06-03,343,0.5131195335276968,70,0.5634920634920635,0.029154518950437316,0.05830903790087463,0.0058309037900874635,0.1661807580174927,2
Joana Heidrich,1991-10-02,341,0.5571847507331378,75,0.43465045592705165,0.01466275659824047,0.10557184750733138,0.11730205278592376,0.2756598240469208,4
Tamara Larrea Peraza,1973-11-25,335,0.5253731343283582,72,0.5276381909547738,0.03582089552238806,0.05970149253731343,0.06865671641791045,0.2208955223880597,2
Annie Martin,1981-09-07,333,0.45645645645645644,67,0.4625228519195612,0.04504504504504504,0.10510510510510511,0.05405405405405406,0.45045045045045046,2
Liliane Maestrini,1987-10-26,332,0.5933734939759037,73,0.5,0.018072289156626505,0.03614457831325301,0.0963855421686747,0.045180722891566265,2
Daniela Gioria,1979-07-04,326,0.42024539877300615,71,0.44654088050314467,0.05214723926380368,0.10122699386503067,0.049079754601226995,0.1687116564417178,2
Chiaki Kusuhara,1975-11-01,325,0.4369230769230769,69,0.4199134199134199,0.027692307692307693,0.046153846153846156,0.021538461538461538,0.15692307692307692,2
Angela Lewis,1978-03-05,323,0.5046439628482973,71,0.3690532825880114,0.8668730650154799,1.5448916408668731,0.9442724458204335,8.226006191950464,1
Barbora Hermannova,1990-11-07,322,0.5590062111801242,71,0.4329501915708812,0.040372670807453416,0.11490683229813664,0.049689440993788817,0.18012422360248448,2
Daniela Gattelli,1975-11-19,322,0.5217391304347826,71,0.49700598802395207,0.037267080745341616,0.027950310559006212,0.018633540372670808,0.2857142857142857,2
Yuan Yue,1987-07-23,321,0.5202492211838006,72,0.47577092511013214,0.056074766355140186,0.08411214953271028,0,0.2866043613707165,2
Lane Carico,1990-04-25,319,0.5611285266457681,70,0.3718612993224392,0.7429467084639498,1.0125391849529781,0.047021943573667714,7.539184952978056,1
Michelle Williams,1981-06-12,319,0.5203761755485894,73,0.3957426790544514,0.8119122257053292,1.5297805642633229,1.5893416927899686,6.909090909090909,1
Susanne Glesnes,1974-12-01,318,0.46855345911949686,70,0.4289940828402367,0.06918238993710692,0.04716981132075472,0.04716981132075472,0.1540880503144654,2
Natalia Dubovcova,1990-07-05,313,0.46645367412140576,74,0.5169491525423728,0.006389776357827476,0.03514376996805112,0.05750798722044728,0.05750798722044728,2
Hana Skalnikova,1982-03-29,312,0.4198717948717949,72,0.39896373056994816,0.08333333333333333,0.07692307692307693,0.0673076923076923,0.28846153846153844,2
Sarah Straton,1970-10-06,312,0.5192307692307693,74,0.4209568382735309,0.8205128205128205,1.330128205128205,1.875,5.073717948717949,1
Takemi Nishibori,1981-08-20,312,0.40705128205128205,67,0.3218390804597701,0.009615384615384616,0.00641025641025641,0,0.0641025641025641,3
Alexandra Moiseeva,1983-02-09,311,0.4758842443729904,73,0.24050632911392406,0.02572347266881029,0.03536977491961415,0.012861736334405145,0.06430868167202572,4
Milagros Crespo,1979-02-04,311,0.5305466237942122,68,0.4398148148148148,0.012861736334405145,0.00964630225080386,0,0.2282958199356913,2
Victoria Bieneck,1991-03-26,308,0.5162337662337663,72,0.3948497854077253,0.03896103896103896,0.10714285714285714,0.05844155844155844,0.07467532467532467,2
Suzanne Barnes,1980-08-04,306,0.49673202614379086,69,0.3265022137887413,0.9640522875816994,1.5980392156862746,0.08496732026143791,12.77124183006536,1
Marrit Leenstra,1973-10-18,304,0.506578947368421,70,0.48066298342541436,0.039473684210526314,0.04276315789473684,0.019736842105263157,0.17763157894736842,2
Merel Mooren,1982-09-22,302,0.46357615894039733,73,0.3567567567567568,0.052980132450331126,0.09933774834437085,0.04304635761589404,0.076158940397351,4
Emily Stockman,1988-06-06,301,0.5780730897009967,72,0.4257716805487506,0.6578073089700996,0.8305647840531561,0.06312292358803986,6.342192691029901,1
Jenny Kropp,1979-06-17,301,0.5614617940199336,74,0.3931425625161124,0.9169435215946844,1.1993355481727574,2.215946843853821,4.8604651162790695,1
Taliqua Clancy,1992-06-25,296,0.5709459459459459,72,0.5482866043613707,0.08783783783783784,0.16554054054054054,0.04391891891891892,0.25675675675675674,2
Inguna Minusa,1977-08-17,294,0.41156462585034015,69,0.3732876712328767,0.05102040816326531,0.07142857142857142,0.01020408163265306,0.24489795918367346,2
Rieke Brink-Abeler,1979-12-11,293,0.5358361774744027,70,0.4166666666666667,0.013651877133105802,0.034129692832764506,0,0.08191126279863481,2
Lisa Fitzgerald,1981-09-10,292,0.5308219178082192,74,0.3762807935469806,0.4623287671232877,0.7568493150684932,2.2226027397260273,3.493150684931507,1
Kim DiCello,1984-09-30,291,0.49140893470790376,72,0.4360781155627139,0.47079037800687284,0.8900343642611683,1.1546391752577319,3.1512027491408934,1
Janelle Allen,1980-11-22,290,0.41379310344827586,70,0.33766645529486367,1.1827586206896552,1.5,0.21379310344827587,8.337931034482759,1
Imara Esteves Ribalta,1978-04-15,286,0.5244755244755245,70,0.4200743494423792,0.045454545454545456,0.027972027972027972,0.07692307692307693,0.16433566433566432,2
Melissa Humana-Paredes,1992-10-10,285,0.6280701754385964,69,0.4186046511627907,0.11929824561403508,0.21754385964912282,0.007017543859649123,1.5333333333333334,2
Alicia Polzin,1971-09-06,284,0.4225352112676056,75,0.40519673348181146,1.5774647887323943,2.073943661971831,1.7394366197183098,4.823943661971831,1
Lu Wang,1982-08-08,284,0.5176056338028169,74,0.569620253164557,0.02464788732394366,0.04225352112676056,0.04929577464788732,0.1056338028169014,2
Britta Buthe,1988-05-25,281,0.6512455516014235,73,0.521613832853026,0.08185053380782918,0.10676156583629894,0.07473309608540925,0.19572953736654805,2
Leanne McSorley,1973-02-07,280,0.6071428571428571,68,0.385112168592794,0.3607142857142857,0.3964285714285714,0.2857142857142857,4.2785714285714285,3
Giulia Momoli,1981-08-30,277,0.4296028880866426,72,0.31547619047619047,0.02527075812274368,0.061371841155234655,0,0.23465703971119134,4
Kinga Kolosinska,1990-06-02,277,0.44765342960288806,70,0.44976076555023925,0.061371841155234655,0.09747292418772563,0.1371841155234657,0.09386281588447654,2
Sandra Pires,1973-06-16,277,0.7148014440433214,69,0.6330645161290323,0.09386281588447654,0.04693140794223827,0.007220216606498195,0.33212996389891697,2
Jie Wang,1983-12-04,274,0.718978102189781,75,0.5079787234042553,0.09124087591240876,0.058394160583941604,0.12408759124087591,0.21532846715328466,2
"Andrezza ""Rtvelo"" Martins",1977-08-02,273,0.4358974358974359,67,0.34297520661157027,0.05128205128205128,0.08058608058608059,0.003663003663003663,0.40293040293040294,3
Anouk Verg̩-D̩pr̩,1992-02-11,272,0.5183823529411765,73,0.4280155642023346,0.014705882352941176,0.08088235294117647,0.08455882352941177,0.15441176470588236,2
"Cristine ""Saka"" Santanna",1979-05-27,272,0.4375,71,0.3442211055276382,0.04044117647058824,0.08823529411764706,0.051470588235294115,0.17647058823529413,4
Monika Brzostek,1989-07-28,270,0.42592592592592593,68,0.44398340248962653,0.018518518518518517,0.09259259259259259,0,0.26296296296296295,2
Petia Yanchulova,1978-07-03,269,0.44609665427509293,70,0.4551282051282051,0.07434944237918216,0.05204460966542751,0.07434944237918216,0.4163568773234201,2
Denise Johns,1978-12-09,267,0.3857677902621723,73,0.34794776119402987,0.4943820224719101,1.0074906367041199,0.1797752808988764,4.696629213483146,1
Liesbeth Mouha,1983-01-07,266,0.45112781954887216,75,0.5259515570934256,0.07894736842105263,0.14285714285714285,0.16541353383458646,0.15037593984962405,2
Maria Prokopeva,1986-08-16,266,0.462406015037594,72,0.34183673469387754,0.03007518796992481,0.045112781954887216,0.015037593984962405,0.15789473684210525,4
Stacy Brannon,1981-04-10,266,0.48872180451127817,75,0.40700808625336926,1.018796992481203,1.5225563909774436,0.793233082706767,5.7481203007518795,1
Jenelle Koester,1977-11-16,260,0.34615384615384615,72,0.3289036544850498,1.0192307692307692,1.4807692307692308,0.7653846153846153,6.523076923076923,1
Heidi Ilustre,1977-12-12,258,0.4728682170542636,70,0.3610199444584701,0.7441860465116279,1.0968992248062015,0.6666666666666666,4.24031007751938,1
Kendra VanZwieten,1985-02-08,258,0.4844961240310077,66,0.34043020193151885,0.8023255813953488,1.0348837209302326,0.015503875968992248,8.170542635658915,1
Xinyi Xia,1997-01-14,257,0.5680933852140078,72,0.37012987012987014,0.03501945525291829,0.08560311284046693,0.007782101167315175,0.3735408560311284,4
Ana Gallay,1986-01-16,255,0.48627450980392156,68,0.46853146853146854,0.03529411764705882,0.0784313725490196,0.047058823529411764,0.06666666666666667,2
Kira Walkenhorst,1990-11-18,255,0.7333333333333333,72,0.48717948717948717,0.09411764705882353,0.19215686274509805,0.1568627450980392,0.10196078431372549,2
"Eduarda ""Duda"" Lisboa",1998-08-01,252,0.7063492063492064,72,0.46511627906976744,0.05952380952380952,0.0873015873015873,0.007936507936507936,0.40476190476190477,2
Helke Claasen,1977-03-16,252,0.49603174603174605,72,0.4722222222222222,0.031746031746031744,0,0.015873015873015872,0.10317460317460317,2
Isabel Schneider,1991-07-15,252,0.5079365079365079,71,0.34782608695652173,0.03968253968253968,0.06746031746031746,0.003968253968253968,0.2698412698412698,2
Saralyn Smith,1978-03-23,252,0.3888888888888889,73,0.35144596651445964,0.7182539682539683,1.2619047619047619,1.8253968253968254,6.384920634920635,1
Becchara Palmer,1988-06-18,250,0.512,72,0.3400576368876081,0.096,0.192,0.016,0.38,4
Beth Van Fleet,1977-06-27,250,0.46,72,0.34147967118418127,0.812,1.308,0.312,6.548,1
Viktoria Orsi Toth,1990-08-14,250,0.572,73,0.35135135135135137,0.008,0.016,0.036,0.04,4
Jamie Broder,1985-06-08,249,0.37751004016064255,68,0.3468013468013468,0.03614457831325301,0.09236947791164658,0.004016064257028112,0.3092369477911647,3
Kelley Larsen,1992-05-03,249,0.6385542168674698,74,0.4491634491634492,0.5742971887550201,0.8393574297188755,1.0843373493975903,2.7429718875502007,1
Sayaka Mizoe,1990-07-16,249,0.4497991967871486,69,0.5416666666666666,0,0.008032128514056224,0,0.0642570281124498,2
Betsi Flint,1992-08-13,248,0.657258064516129,70,0.37364100288440205,1.2298387096774193,1.6693548387096775,0,7.625,1
Bibiana Candelas,1983-12-02,246,0.4186991869918699,77,0.2845849802371542,0.06504065040650407,0.14227642276422764,0.13821138211382114,0.10975609756097561,4
Lina Yanchulova,1975-04-12,246,0.44308943089430897,71,0.43342776203966005,0.052845528455284556,0.028455284552845527,0.016260162601626018,0.4024390243902439,2
Diane Pascua,1977-01-24,245,0.46530612244897956,70,0.3836627140974967,0.6122448979591837,0.746938775510204,0.5020408163265306,5.975510204081632,1
Kristina May,1987-02-06,245,0.37551020408163266,74,0.47513812154696133,0.044897959183673466,0.08163265306122448,0.06938775510204082,0.09795918367346938,2
Kelly Claes,1995-09-18,244,0.639344262295082,74,0.46146179401993354,0.6639344262295082,1.0819672131147542,0.7213114754098361,2.151639344262295,1
Marloes Wesselink,1987-04-14,244,0.4098360655737705,69,0.31756756756756754,0.05327868852459016,0.12295081967213115,0.004098360655737705,0.3319672131147541,3
Caitlin Ledoux,1990-06-09,243,0.522633744855967,74,0.4087518647439085,0.7242798353909465,1.0534979423868314,1.0164609053497942,3.0123456790123457,1
Leila Barros,1971-09-30,241,0.6224066390041494,70,0.5862068965517241,0.03319502074688797,0,0.016597510373443983,0.1037344398340249,2
Fernanda Alves,1985-06-29,240,0.6625,74,0.35545023696682465,0.05416666666666667,0.07916666666666666,0.058333333333333334,0.1,4
Amanda Dowdy,1990-05-05,237,0.5316455696202531,74,0.42662807525325613,0.7088607594936709,1.6708860759493671,1.2025316455696202,2.2742616033755274,1
Fei Wang,1981-08-06,237,0.6118143459915611,72,0.5067873303167421,0.0759493670886076,0.10126582278481013,0.04219409282700422,0.18143459915611815,2
Karin Lundqvist,1981-10-05,237,0.3924050632911392,74,0.3563218390804598,0.004219409282700422,0.012658227848101266,0.012658227848101266,0.12658227848101267,4
Jantine van der Vlist,1985-10-30,236,0.4364406779661017,72,0.4138755980861244,0.1228813559322034,0.1864406779661017,0.15254237288135594,0.1652542372881356,2
Sara Hughes,1995-02-14,235,0.6425531914893617,70,0.40794392523364487,0.3617021276595745,0.5234042553191489,0.01702127659574468,4.923404255319149,2
Jennifer Snyder,1976-06-04,232,0.4396551724137931,74,0.3527936962750716,0.9612068965517241,1.6336206896551724,1.2370689655172413,5.392241379310345,1
Tamsin Hinchley,1980-03-10,231,0.5541125541125541,76,0.39823008849557523,0.047619047619047616,0.10822510822510822,0.18181818181818182,0.1471861471861472,4
Anastasia Barsuk,1987-12-18,229,0.4890829694323144,74,0.475177304964539,0.026200873362445413,0.034934497816593885,0.13973799126637554,0.13100436681222707,2
Greta Cicolari,1982-08-23,228,0.5877192982456141,71,0.4960835509138381,0.13157894736842105,0.14473684210526316,0.19298245614035087,0.33771929824561403,2
Taru Lahti,1992-12-09,228,0.5087719298245614,70,0.7,0.0043859649122807015,0,0.008771929824561403,0.039473684210526314,2
Sona Novakova,1975-10-06,224,0.5535714285714286,73,0.4733009708737864,0.08928571428571429,0.10267857142857142,0.05803571428571429,0.6026785714285714,2
Angela Lavalle,1981-04-24,222,0.581081081081081,69,0.3898305084745763,0.009009009009009009,0.03153153153153153,0.0045045045045045045,0.17567567567567569,2
Sophie van Gestel,1991-06-29,221,0.5158371040723982,71,0.41732283464566927,0.12217194570135746,0.35294117647058826,0,0.832579185520362,2
Kylie Gerlic,1975-03-06,219,0.4794520547945205,68,0.45588235294117646,0.0228310502283105,0,0.0091324200913242,0.1004566210045662,2
Alicia Zamparelli-Flavia,1974-10-10,218,0.481651376146789,68,0.2194513715710723,0.23394495412844038,0.42660550458715596,0.03669724770642202,2.889908256880734,3
Irene Pollock,1988-11-10,218,0.48623853211009177,73,0.37337662337662336,0.7706422018348624,1.353211009174312,0.12844036697247707,5.307339449541284,1
