name,birthdate,height,hit_pct,aces_per_game,serve_errors_per_game,blocks_per_game,digs_per_game,.cluster
Jeff Nygaard,1972-08-03,80,0.4179617336977743,0.4940374787052811,0.9233390119250426,3.020442930153322,2.3662691652470187,3
Benjamin Insfran,1972-04-14,77,0.48494983277591974,0.010256410256410256,0.022222222222222223,0.07179487179487179,0.21367521367521367,1
Dax Holdren,1972-09-04,75,0.3860759493670886,0.43672014260249553,0.661319073083779,0.49019607843137253,6.531194295900178,3
Billy Allen,1981-10-15,74,0.38742857142857146,0.4036363636363636,0.7363636363636363,0.13818181818181818,7.325454545454545,3
Martin Laciga,1975-01-25,77,0.4259818731117825,0.0546448087431694,0.09107468123861566,0.07468123861566485,0.06557377049180328,1
Alexander Horst,1982-12-20,73,0.4125,0.05037313432835821,0.12686567164179105,0.005597014925373134,0.47201492537313433,1
Julius Brink,1982-07-06,73,0.4677871148459384,0.07850467289719626,0.19065420560747665,0.001869158878504673,0.4785046728971963,1
Brad Keenan,1981-08-10,80,0.40276012347920825,1.1388367729831144,2.617260787992495,2.7861163227016887,1.320825515947467,3
Jonas Reckermann,1979-05-26,79,0.5397301349325337,0.0817490494296578,0.15019011406844107,0.24524714828897337,0.13688212927756654,1
Patrick Heuscher,1976-12-22,76,0.4605678233438486,0.038461538461538464,0.10961538461538461,0.10961538461538461,0.24423076923076922,1
Sascha Heyer,1972-07-21,80,0.4704724409448819,0.0425531914893617,0.07736943907156674,0.11411992263056092,0.13539651837524178,4
Grzegorz Fijalek,1987-05-11,73,0.483695652173913,0.03718199608610567,0.06653620352250489,0.0019569471624266144,0.3385518590998043,1
Adam Roberts,1976-01-25,73,0.30471887550200805,0.20675944333996024,0.35984095427435386,0.1709741550695825,5.230616302186879,2
Franco Neto,2066-11-11,76,0.6363636363636364,0.01002004008016032,0,0.026052104208416832,0.052104208416833664,1
Mariano Baracetti,1974-07-12,76,0.40229885057471265,0.012024048096192385,0.036072144288577156,0.02004008016032064,0.07615230460921844,1
Dmitri Barsouk,1980-01-20,75,0.4191343963553531,0.02620967741935484,0.004032258064516129,0.012096774193548387,0.21975806451612903,1
Reinder Nummerdor,1976-09-10,76,0.4701086956521739,0.04158004158004158,0.11226611226611227,0.002079002079002079,0.6029106029106029,1
Matt Olson,1980-01-02,74,0.38995098039215687,0.50418410041841,0.7322175732217573,0.8828451882845189,8.981171548117155,3
Mariusz Prudel,1986-01-21,75,0.44419134396355353,0.031512605042016806,0.05042016806722689,0.15756302521008403,0.15546218487394958,1
Paolo Nicolai,1988-08-06,80,0.47671840354767187,0.08438818565400844,0.24261603375527427,0.25949367088607594,0.10970464135021098,4
Iver Horrem,1977-01-01,75,0.41700404858299595,0.01910828025477707,0.09341825902335456,0.012738853503184714,0.16772823779193205,1
Pedro Cunha,1983-06-10,74,0.5097087378640777,0.012987012987012988,0.03896103896103896,0,0.15151515151515152,1
Mark Williams,1979-01-27,79,0.42296167796877465,0.4326086956521739,0.7782608695652173,2.5652173913043477,2.582608695652174,3
Paul Baxter,1972-02-01,77,0.37041978856615004,0.5676855895196506,1.0043668122270741,0.5938864628820961,7.152838427947598,3
Ty Loomis,1979-05-01,75,0.3808778961775345,1.4635761589403973,2.6953642384105962,0.7880794701986755,6.635761589403973,3
Fabio Luiz Magalhaes,1979-03-13,80,0.37789203084832906,0.008869179600886918,0.03547671840354767,0.13082039911308205,0.015521064301552107,4
Tarjei Skarlund,1978-11-06,75,0.41923076923076924,0.03547671840354767,0.10864745011086474,0.013303769401330377,0.22838137472283815,1
Ryan Doherty,1984-02-02,85,0.45765386638611255,0.708803611738149,1.5440180586907448,1.8848758465011286,1.0677200902934538,3
Theo Brunner,1985-03-17,79,0.4298865339327767,0.3439635535307517,0.7699316628701595,2.079726651480638,1.1389521640091116,3
Rivo Vesik,1980-07-15,78,0.4318181818181818,0.0410958904109589,0.06621004566210045,0.0547945205479452,0.1232876712328767,4
David Klemperer,1980-06-22,74,0.3561946902654867,0.02517162471395881,0.06636155606407322,0.002288329519450801,0.2631578947368421,2
Alexander Brouwer,1989-11-03,78,0.5031152647975078,0.0896551724137931,0.20229885057471264,0.0022988505747126436,0.4804597701149425,1
Jorre Kjemperud,2068-08-31,74,0.44329896907216493,0.03917050691244239,0.07834101382488479,0.02534562211981567,0.2695852534562212,1
Jakub Szalankiewicz,1989-05-03,75,0.3486238532110092,0.018518518518518517,0.046296296296296294,0.013888888888888888,0.19907407407407407,1
Dain Blanton,1971-11-28,75,0.3731267029972752,0.6558139534883721,1.3162790697674418,0.28604651162790695,5.32093023255814,3
Linyin Xu,1986-03-20,79,0.40310077519379844,0.044186046511627906,0.08837209302325581,0.17674418604651163,0.13023255813953488,4
Martin Conde,1971-08-25,73,0.46308724832214765,0.002331002331002331,0.013986013986013986,0.002331002331002331,0.06526806526806526,1
Jonathan Erdmann,1988-03-12,76,0.3911917098445596,0.07476635514018691,0.18925233644859812,0.20794392523364486,0.1261682242990654,1
Fred Souza,1972-05-13,79,0.3922449658845066,1.8246445497630333,3.1066350710900474,2.075829383886256,2.514218009478673,3
Jason Lochhead,1984-03-12,70,0.30962643678160917,0.13095238095238096,0.319047619047619,0.002380952380952381,1.2476190476190476,2
Kay Matysik,1980-06-18,75,0.42028985507246375,0.0671462829736211,0.1342925659472422,0.002398081534772182,0.4172661870503597,1
Robert Meeuwsen,1988-03-21,81,0.5507518796992481,0.07729468599033816,0.25120772946859904,0.2632850241545894,0.11352657004830918,4
Joshua Slack,1976-12-16,75,0.5179153094462541,0.053268765133171914,0.08958837772397095,0.07021791767554479,0.10411622276029056,1
Katsuhiro Shiratori,1976-10-29,75,0.3364485981308411,0.017114914425427872,0.08801955990220049,0.0024449877750611247,0.17603911980440098,2
Daniele Lupo,1991-05-06,77,0.48356164383561645,0.029484029484029485,0.11302211302211303,0.009828009828009828,0.4643734643734644,1
Eric Fonoimoana,1969-06-07,75,0.40661848611639406,0.4314214463840399,0.7381546134663342,0.8753117206982544,4.309226932668329,3
Raul Mesa,1982-04-16,75,0.3525835866261398,0.017456359102244388,0.0399002493765586,0.04738154613466334,0.13466334164588528,1
Mike Lambert,1974-04-14,78,0.44601375209068944,0.75,1.8762626262626263,4.26010101010101,2.234848484848485,3
Aaron Wachtfogel,1981-11-08,73,0.36840960974018916,0.9484536082474226,2.966494845360825,0.10824742268041238,9.626288659793815,3
Ryan Mariano,1976-04-01,75,0.3775607432110529,0.948051948051948,1.0857142857142856,0.14805194805194805,10.633766233766234,3
Ben Saxton,1988-11-21,79,0.45918367346938777,0.06527415143603134,0.21409921671018275,0.19321148825065274,0.20365535248041775,4
Larry Witt,1979-07-13,78,0.40863072639838016,0.6910994764397905,1.5628272251308901,1.8193717277486912,4.861256544502618,3
Evandro Goncalves,1990-07-17,83,0.4869281045751634,0.12073490813648294,0.2204724409448819,0.12073490813648294,0.2230971128608924,4
Penggen Wu,1982-05-07,78,0.4260869565217391,0.01856763925729443,0.07427055702917772,0.015915119363395226,0.38992042440318303,4
Anthony Medel,1978-03-28,75,0.3649154657891751,1.3333333333333333,2.4731182795698925,0.3279569892473118,7.553763440860215,3
Tri Bourne,1989-06-20,77,0.430849601319769,0.3918918918918919,1.0513513513513513,1.3405405405405406,1.1945945945945946,3
Konstantin Semenov,1989-06-09,83,0.5360824742268041,0.059782608695652176,0.1793478260869565,0.25815217391304346,0.07880434782608696,4
Stafford Slick,1985-01-04,80,0.4284077892325315,0.5912806539509536,1.5040871934604905,1.8692098092643052,1.5803814713896458,3
Kristjan Kais,1976-03-03,74,0.40273037542662116,0.024657534246575342,0.043835616438356165,0.00821917808219178,0.2410958904109589,1
Kirk Pitman,1981-12-13,76,0.3021978021978022,0.011019283746556474,0.01928374655647383,0.07713498622589532,0.07713498622589532,4
Richard Schuil,1973-05-02,80,0.5019762845849802,0.08539944903581267,0.2066115702479339,0.18181818181818182,0.1046831955922865,4
Eric Koreng,1981-05-16,76,0.32432432432432434,0.022099447513812154,0.13535911602209943,0.212707182320442,0.06629834254143646,4
Kevin Ces,1980-07-21,76,0.39880952380952384,0.022099447513812154,0.04696132596685083,0.0027624309392265192,0.1298342541436464,1
Christiaan Varenhorst,1990-05-06,83,0.4632352941176471,0.036011080332409975,0.12465373961218837,0.1440443213296399,0.0886426592797784,4
Jose Loiola,1970-03-28,76,0.37606837606837606,0.5650969529085873,1.3961218836565097,1.03601108033241,3.2326869806094183,3
"Jorge ""Gia"" Terceiro",1976-07-19,75,0.28820960698689957,0.014245014245014245,0.07692307692307693,0,0.23646723646723647,2
"Renato ""Geor"" Gomes",1981-01-20,80,0.359375,0.02,0.06285714285714286,0.12857142857142856,0.037142857142857144,4
Bill Strickland,1980-12-26,81,0.40288511076764555,0.49712643678160917,0.9540229885057471,2.5919540229885056,2.3045977011494254,3
Emiel Boersma,1980-08-25,81,0.29444444444444445,0,0.040345821325648415,0.07204610951008646,0.06340057636887608,4
Alvaro Filho,1990-11-27,73,0.4484536082474227,0.02601156069364162,0.046242774566473986,0.011560693641618497,0.3583815028901734,1
Trevor Crabb,1989-09-15,76,0.45768396133359635,0.5014492753623189,0.9652173913043478,1.5391304347826087,2.420289855072464,3
Bartosz Losiak,1992-05-14,75,0.4726027397260274,0.05232558139534884,0.16279069767441862,0.00872093023255814,0.2558139534883721,1
Vegard Hoidalen,1971-05-10,76,0.5508771929824562,0.04941860465116279,0.09883720930232558,0.07267441860465117,0.12790697674418605,1
Jason Ring,1974-07-21,75,0.3815058986814712,0.49707602339181284,1.2690058479532165,1.6637426900584795,5.807017543859649,3
Piotr Kantor,1992-05-03,79,0.45454545454545453,0.047058823529411764,0.08235294117647059,0.12058823529411765,0.08529411764705883,4
Stefan Windscheif,1987-09-10,74,0.4072164948453608,0.014970059880239521,0.09281437125748503,0.0029940119760479044,0.2125748502994012,1
Albert Hannemann,1970-05-04,75,0.3423400779188136,0.6336336336336337,1.117117117117117,0.36036036036036034,8.045045045045045,3
Chaim Schalk,1986-04-23,77,0.42463014794082365,0.19393939393939394,0.41818181818181815,0.01818181818181818,2.584848484848485,1
Michal Kadziola,1989-05-28,76,0.3487394957983193,0.024242424242424242,0.03333333333333333,0.08484848484848485,0.08181818181818182,1
Christoph Dieckmann,1976-01-07,78,0.468,0.0243161094224924,0.03343465045592705,0.1641337386018237,0.12158054711246201,1
Philip Gabathuler,1982-12-24,76,0.4041095890410959,0.052307692307692305,0.08,0.09846153846153846,0.06153846153846154,1
Canyon Ceman,1972-06-21,77,0.3875673961306692,0.5496894409937888,0.9813664596273292,0.2577639751552795,6.425465838509317,3
Hans Stolfus,1976-12-29,77,0.406203033201257,1.140625,2.284375,2.090625,4.78125,3
Juan Virgen,1987-04-09,78,0.4675925925925926,0.07547169811320754,0.11320754716981132,0.10377358490566038,0.09433962264150944,1
Matt Prosser,1978-11-27,79,0.3531390134529148,0.5772870662460567,1.3533123028391167,2.5078864353312302,2.722397476340694,3
Yannick Salvetti,1980-08-04,78,0.2727272727272727,0.0031545741324921135,0.04100946372239748,0.031545741324921134,0.01892744479495268,4
Paul Laciga,1970-11-24,76,0.6015037593984962,0.022292993630573247,0.041401273885350316,0,0.21656050955414013,1
Florian Gosch,1980-08-16,77,0.30900243309002434,0.016025641025641024,0.038461538461538464,0.16346153846153846,0.11858974358974358,4
Robin Seidl,1990-01-21,75,0.3917525773195876,0.028846153846153848,0.04807692307692308,0.1346153846153846,0.08653846153846154,1
Mischa Urbatzka,1983-03-29,75,0.43018867924528303,0.026143790849673203,0.07516339869281045,0.02287581699346405,0.20588235294117646,1
Alexandr Dyachenko,1980-10-23,77,0.41823899371069184,0.029508196721311476,0.05901639344262295,0.013114754098360656,0.21311475409836064,1
Brent Doble,1970-01-03,78,0.3736469909077789,0.32786885245901637,0.5573770491803278,3.00327868852459,3.622950819672131,3
John Moran,1976-04-19,77,0.39322533136966126,0.3016393442622951,0.8655737704918033,1.019672131147541,1.9737704918032788,4
Markus Bockermann,1986-01-14,78,0.4045307443365696,0.07236842105263158,0.16776315789473684,0.08552631578947369,0.14144736842105263,4
Viacheslav Krasilnikov,1991-04-28,77,0.5439330543933054,0.016556291390728478,0.06622516556291391,0.0033112582781456954,0.2947019867549669,1
Vitor Felipe,1991-03-10,76,0.41776315789473684,0.059800664451827246,0.08970099667774087,0.09966777408637874,0.1760797342192691,1
Alexander Huber,1985-07-25,71,0.3474025974025974,0.013333333333333334,0.07333333333333333,0.006666666666666667,0.29,2
Peter Gartmayer,1978-02-25,76,0.4413793103448276,0.020066889632107024,0.07692307692307693,0.10033444816053512,0.06688963210702341,1
Mark Heese,1969-08-15,72,0.5959595959595959,0.020202020202020204,0.04040404040404041,0.016835016835016835,0.25252525252525254,1
Christopher McHugh,1989-08-31,78,0.44933920704845814,0.0472972972972973,0.0945945945945946,0.010135135135135136,0.16216216216216217,1
Mike Morrison,1979-01-07,78,0.3513457556935818,0.38095238095238093,1.1734693877551021,2.173469387755102,2.17687074829932,3
Premysl Kubala,1973-12-16,80,0.4354066985645933,0.02040816326530612,0.06802721088435375,0.11224489795918367,0.11224489795918367,4
Scott Wong,1978-12-31,77,0.37559088955737,0.5986394557823129,1.3979591836734695,2.3843537414965987,5.017006802721088,3
Ty Tramblie,1980-10-22,72,0.2965144820814924,0.6122448979591837,1.3503401360544218,0.07482993197278912,8.054421768707483,3
Andrew Schacht,1973-05-22,76,0.4943820224719101,0.041237113402061855,0.037800687285223365,0.01718213058419244,0.2268041237113402,1
Markus Egger,1975-02-24,75,0.7176470588235294,0.006872852233676976,0,0.003436426116838488,0.13745704467353953,1
Taylor Crabb,1992-01-26,72,0.40777597778292063,0.4463667820069204,0.8373702422145328,0.05190311418685121,6.930795847750865,3
Rich VanHuizen,1975-11-25,81,0.46,0.027874564459930314,0.003484320557491289,0.34843205574912894,0.010452961672473868,4
Stefan Kobel,1974-02-13,75,0.5484949832775919,0.017482517482517484,0.06993006993006994,0.0034965034965034965,0.32517482517482516,1
Adam Jewell,1975-06-24,77,0.3979364758243981,0.8070175438596491,1.9894736842105263,1.105263157894737,5.024561403508772,3
Russ Marchewka,1982-10-05,78,0.32713146595788184,1.1543859649122807,2.456140350877193,1.6421052631578947,2.2035087719298247,3
Karch Kiraly,2060-11-03,74,0.39938036896211804,0.254416961130742,0.3286219081272085,0.3992932862190813,9.060070671378092,3
Bjorn Berg,1972-01-24,77,0.5274725274725275,0.014285714285714285,0.010714285714285714,0.07857142857142857,0.125,1
Andy Ces,1982-07-03,77,0.27235772357723576,0.03225806451612903,0.10752688172043011,0.0967741935483871,0.17562724014336917,4
Ruslans Sorokins,1982-03-11,77,0.5029239766081871,0.06884057971014493,0.17391304347826086,0.14130434782608695,0.17391304347826086,1
Alex Ranghieri,1987-06-18,78,0.6607142857142857,0.0036496350364963502,0.043795620437956206,0.058394160583941604,0.029197080291970802,1
Alexey Sidorenko,1983-08-26,78,0.4166666666666667,0.014598540145985401,0.08394160583941605,0.06934306569343066,0.058394160583941604,4
Matteo Ingrosso,1988-02-12,75,0.46808510638297873,0,0.01107011070110701,0,0.08118081180811808,1
Adrian Carambula,1988-03-16,72,0.4343373493975904,0.1760299625468165,0.5880149812734082,0.018726591760299626,2.8726591760299627,2
Jeremy Casebeer,1989-01-03,77,0.3944575471698113,1.3745318352059925,3.1385767790262173,2.655430711610487,2.067415730337079,3
Ahren Cadieux,1975-04-06,76,0.3191489361702128,0.003787878787878788,0.045454545454545456,0,0.125,4
Conrad Leinemann,1971-04-02,75,0.5510204081632653,0.011363636363636364,0,0.011363636363636364,0.03787878787878788,1
Lars Fluggen,1990-05-24,76,0.4968553459119497,0.03816793893129771,0.09541984732824428,0.007633587786259542,0.21755725190839695,1
Sam Schachter,1990-05-08,78,0.4117647058823529,0.057692307692307696,0.15,0.04230769230769231,0.4269230769230769,4
Jeff Carlucci,1975-01-27,78,0.3365710413372487,0.8875968992248062,2.503875968992248,1.5387596899224807,2.8333333333333335,3
Kentaro Asahi,1975-09-19,78,0.44390243902439025,0.01937984496124031,0.027131782945736434,0.10465116279069768,0.023255813953488372,1
Paolo Ingrosso,1988-02-12,75,0.40350877192982454,0.0038910505836575876,0.007782101167315175,0.054474708171206226,0.0311284046692607,1
AJ Mihalic,1976-05-06,76,0.3712737127371274,0.27734375,0.89453125,1.34375,2.07421875,3
Jan Schnider,1983-01-07,77,0.33992094861660077,0.027450980392156862,0.12156862745098039,0.03529411764705882,0.2235294117647059,4
Lombardo Ontiveros,1983-11-09,74,0.44571428571428573,0.023715415019762844,0.08695652173913043,0.003952569169960474,0.39920948616600793,1
Pedro Brazao,1979-11-27,77,0.364240790655885,1.203187250996016,2.3784860557768925,0.450199203187251,7.414342629482071,3
Avery Drost,1986-09-07,77,0.38459831335996447,0.772,1.728,1.6,3.32,3
Francisco Alvarez,1969-04-12,72,0.5609756097560976,0.016,0.008,0.004,0.228,1
Jefferson Bellaguarda,1976-09-12,76,0.4375,0.028,0.068,0,0.26,1
Miguel Maia,1971-04-23,71,0.41,0.016129032258064516,0.05241935483870968,0,0.2661290322580645,1
Sebastian Dollinger,1984-05-11,81,0.441025641025641,0.05241935483870968,0.16129032258064516,0.18548387096774194,0.06048387096774194,4
Hannes Brinkborg,1978-07-09,78,0.3763440860215054,0.012145748987854251,0.05668016194331984,0.008097165991902834,0.18218623481781376,4
Yaroslav Koshkarev,1985-05-21,76,0.38484848484848483,0.05668016194331984,0.15789473684210525,0.004048582995951417,0.3441295546558704,1
Jason Lee,1977-11-17,78,0.4215200330441966,0.3795918367346939,0.9877551020408163,1.453061224489796,5.844897959183673,3
Nikolas Berger,1974-03-18,77,0.5546218487394958,0.0778688524590164,0.028688524590163935,0.06557377049180328,0.27459016393442626,1
Esteban Grimalt,1991-01-09,75,0.4788135593220339,0.03292181069958848,0.09465020576131687,0.00823045267489712,0.2716049382716049,1
Marco Grimalt,1989-07-11,77,0.4473684210526316,0.0205761316872428,0.04526748971193416,0.09876543209876543,0.09876543209876543,1
Steve Grotowski,1982-05-30,78,0.4092295957284516,0.4669421487603306,1.1694214876033058,0.9297520661157025,1.6322314049586777,3
David Fischer,1972-04-09,75,0.35462555066079293,0.18672199170124482,0.5809128630705395,0.1991701244813278,2.3734439834024896,2
Igor Kolodinsky,1983-07-07,78,0.45,0.025210084033613446,0.15126050420168066,0.1092436974789916,0.037815126050420166,1
Tande Ramos,1970-03-20,78,0.6712328767123288,0.025423728813559324,0,0.025423728813559324,0.0847457627118644,1
Thiago Santos Barbosa,1982-12-10,78,0.25609756097560976,0.0211864406779661,0.0423728813559322,0.05084745762711865,0.05508474576271186,4
Justin Phipps,1978-05-09,74,0.304383788254756,0.1148936170212766,0.3617021276595745,0.02127659574468085,1.476595744680851,2
Javier Bosma,1969-11-06,75,0.6095617529880478,0.008583690987124463,0.017167381974248927,0.004291845493562232,0.33905579399141633,1
Serguey Prokopyev,1986-08-21,76,0.3713355048859935,0.034782608695652174,0.1391304347826087,0,0.5434782608695652,1
Kjell Schneider,1976-10-04,78,0.5135135135135135,0.008733624454148471,0,0.03056768558951965,0.039301310043668124,1
Riccardo Lione,1972-04-13,78,0.2692307692307692,0.013100436681222707,0.026200873362445413,0.034934497816593885,0.021834061135371178,4
Bo Soderberg,1977-05-06,77,0.40463917525773196,0.06140350877192982,0.18421052631578946,0.008771929824561403,0.5219298245614035,1
Inocencio Lario,1984-02-28,77,0.3192307692307692,0.017777777777777778,0.1111111111111111,0.04888888888888889,0.25333333333333335,4
Brad Torsone,1975-01-14,78,0.33908387864366446,0.13839285714285715,0.32142857142857145,1.1339285714285714,0.875,4
Austin Rester,1982-03-31,79,0.37514792899408284,0.8468468468468469,2.4144144144144146,2.2162162162162162,3.189189189189189,3
Christian Sorum,1995-12-03,76,0.31985294117647056,0.013636363636363636,0.022727272727272728,0.013636363636363636,0.2681818181818182,4
Sam Pedlow,1987-06-14,77,0.47572815533980584,0.07272727272727272,0.19090909090909092,0.10454545454545454,0.08181818181818182,1
Braidy Halverson,1983-03-08,77,0.3614844533600802,0.5525114155251142,1.4155251141552512,2.4840182648401825,2.6666666666666665,3
Grant O'Gorman,1993-11-02,74,0.48255813953488375,0.0045871559633027525,0.07339449541284404,0.0045871559633027525,0.4541284403669725,1
"Gustavo ""Guto"" Carvalhaes",1993-08-20,73,0.37662337662337664,0.045871559633027525,0.09174311926605505,0.05504587155963303,0.7568807339449541,2
Scott Lane,1974-02-21,78,0.39869585468095015,1.1290322580645162,1.7741935483870968,1.912442396313364,2.110599078341014,3
Markus Dieckmann,1976-01-07,74,0.5576036866359447,0.023148148148148147,0.013888888888888888,0.004629629629629629,0.3055555555555556,1
Bjorn Maaseide,2068-03-07,78,0.49034749034749037,0.0047169811320754715,0.04716981132075472,0.08490566037735849,0.18396226415094338,1
Fabien Dugrip,1976-03-29,75,0.23295454545454544,0.02358490566037736,0.04716981132075472,0,0.1320754716981132,2
Michal Bryl,1994-10-09,78,0.3090909090909091,0.01904761904761905,0.02857142857142857,0.014285714285714285,0.02857142857142857,4
Reid Priddy,1977-10-01,76,0.42052469135802467,0.9619047619047619,1.880952380952381,0.44761904761904764,6.59047619047619,3
Eugenio Amore,1972-02-17,76,0.288135593220339,0.009569377990430622,0.0430622009569378,0.004784688995215311,0.03349282296650718,2
Mike DiPierro,1980-12-10,78,0.37062113629673243,0.35096153846153844,0.8173076923076923,0.9230769230769231,4.889423076923077,3
Mark Burik,1985-08-12,75,0.35108048856874413,0.6038647342995169,1.3719806763285025,0.2318840579710145,5.990338164251208,3
Mike Placek,1982-10-23,75,0.3577376821651631,0.42028985507246375,0.7536231884057971,0.07729468599033816,5.932367149758454,3
Isaac Kapa,1985-07-23,79,0.33739837398373984,0.05825242718446602,0.1262135922330097,0.1941747572815534,0.10679611650485436,4
Oleg Stoyanovskiy,1996-09-26,81,0.5277777777777778,0.009708737864077669,0.038834951456310676,0.043689320388349516,0.043689320388349516,4
Jackson Henriquez,1985-02-28,76,0.3048780487804878,0.014634146341463415,0.03414634146341464,0.04390243902439024,0.07317073170731707,4
Josh Binstock,1981-01-12,77,0.3983739837398374,0.04390243902439024,0.13170731707317074,0.1902439024390244,0.375609756097561,4
Andre Loyola,1994-08-19,79,0.43434343434343436,0.0196078431372549,0.024509803921568627,0.06372549019607843,0.28431372549019607,4
Jesus Villafane,1986-11-19,73,0.341991341991342,0.014778325123152709,0.009852216748768473,0,0.35467980295566504,2
Christian Redmann,1982-03-16,74,0.2806451612903226,0.05472636815920398,0.19402985074626866,0,0.4626865671641791,2
Yury Bogatov,1986-10-21,78,0.2982456140350877,0.02030456852791878,0.03553299492385787,0.06091370558375635,0.08121827411167512,4
Anders Lund Hoyer,1983-09-04,78,0.29831932773109243,0.04591836734693878,0.061224489795918366,0.08673469387755102,0.1836734693877551,4
Joao Brenha,1970-05-06,76,0.510752688172043,0.02564102564102564,0.02564102564102564,0.07179487179487179,0.10256410256410256,1
Kjell Goranson,1970-12-13,76,0.21311475409836064,0.020512820512820513,0.06153846153846154,0,0.08205128205128205,2
Saymon Barbosa,1993-09-08,79,0.35805626598465473,0.05154639175257732,0.18041237113402062,0.25773195876288657,0.28865979381443296,4
Billy Kolinske,1986-08-06,78,0.364509394572025,0.19689119170984457,0.5129533678756477,1.6321243523316062,1.4870466321243523,4
Petr Benes,1974-11-27,78,0.49747474747474746,0.06217616580310881,0.25906735751295334,0.04145077720207254,0.5284974093264249,1
Scott Davenport,1971-09-12,72,0.32138338253901305,0.45077720207253885,1.077720207253886,0.23834196891191708,4.430051813471502,2
Andrea Tomatis,1978-04-09,78,0.19540229885057472,0.015625,0.020833333333333332,0.015625,0.036458333333333336,4
Roman Arkaev,1973-11-02,77,0.569620253164557,0.010471204188481676,0,0.02617801047120419,0.020942408376963352,1
Chad Mowrey,1977-07-19,73,0.29896907216494845,0.3105263157894737,0.631578947368421,0.13157894736842105,5.242105263157895,2
Jon Mesko,1977-03-30,78,0.3432926829268293,0.3915343915343915,1.0423280423280423,0.37566137566137564,1.6243386243386244,4
Maciej Rudol,1993-06-27,77,0.2781954887218045,0.03723404255319149,0.06382978723404255,0.07446808510638298,0.047872340425531915,4
