name,birthdate,num_games,overall_record,height,hit_pct,aces_per_game,serve_errors_per_game,blocks_per_game,digs_per_game
Konstantin Semenov,1989-06-09,368,0.6005434782608695,83,0.5360824742268041,0.059782608695652176,0.1793478260869565,0.25815217391304346,0.07880434782608696
Stafford Slick,1985-01-04,367,0.5231607629427792,80,0.4284077892325315,0.5912806539509536,1.5040871934604905,1.8692098092643052,1.5803814713896458
Kristjan Kais,1976-03-03,365,0.5260273972602739,74,0.40273037542662116,0.024657534246575342,0.043835616438356165,0.00821917808219178,0.2410958904109589
Kirk Pitman,1981-12-13,363,0.4628099173553719,76,0.3021978021978022,0.011019283746556474,0.01928374655647383,0.07713498622589532,0.07713498622589532
Richard Schuil,1973-05-02,363,0.6666666666666666,80,0.5019762845849802,0.08539944903581267,0.2066115702479339,0.18181818181818182,0.1046831955922865
Eric Koreng,1981-05-16,362,0.5718232044198895,76,0.32432432432432434,0.022099447513812154,0.13535911602209943,0.212707182320442,0.06629834254143646
Kevin Ces,1980-07-21,362,0.4558011049723757,76,0.39880952380952384,0.022099447513812154,0.04696132596685083,0.0027624309392265192,0.1298342541436464
Christiaan Varenhorst,1990-05-06,361,0.5817174515235457,83,0.4632352941176471,0.036011080332409975,0.12465373961218837,0.1440443213296399,0.0886426592797784
Jose Loiola,1970-03-28,361,0.5650969529085873,76,0.37606837606837606,0.5650969529085873,1.3961218836565097,1.03601108033241,3.2326869806094183
"Jorge ""Gia"" Terceiro",1976-07-19,351,0.49572649572649574,75,0.28820960698689957,0.014245014245014245,0.07692307692307693,0,0.23646723646723647
"Renato ""Geor"" Gomes",1981-01-20,350,0.49714285714285716,80,0.359375,0.02,0.06285714285714286,0.12857142857142856,0.037142857142857144
Bill Strickland,1980-12-26,348,0.5689655172413793,81,0.40288511076764555,0.49712643678160917,0.9540229885057471,2.5919540229885056,2.3045977011494254
Emiel Boersma,1980-08-25,347,0.484149855907781,81,0.29444444444444445,0,0.040345821325648415,0.07204610951008646,0.06340057636887608
Alvaro Filho,1990-11-27,346,0.6242774566473989,73,0.4484536082474227,0.02601156069364162,0.046242774566473986,0.011560693641618497,0.3583815028901734
Trevor Crabb,1989-09-15,345,0.6260869565217392,76,0.45768396133359635,0.5014492753623189,0.9652173913043478,1.5391304347826087,2.420289855072464
Bartosz Losiak,1992-05-14,344,0.6075581395348837,75,0.4726027397260274,0.05232558139534884,0.16279069767441862,0.00872093023255814,0.2558139534883721
Vegard Hoidalen,1971-05-10,344,0.4796511627906977,76,0.5508771929824562,0.04941860465116279,0.09883720930232558,0.07267441860465117,0.12790697674418605
Jason Ring,1974-07-21,342,0.5409356725146199,75,0.3815058986814712,0.49707602339181284,1.2690058479532165,1.6637426900584795,5.807017543859649
Piotr Kantor,1992-05-03,340,0.6058823529411764,79,0.45454545454545453,0.047058823529411764,0.08235294117647059,0.12058823529411765,0.08529411764705883
Stefan Windscheif,1987-09-10,334,0.5149700598802395,74,0.4072164948453608,0.014970059880239521,0.09281437125748503,0.0029940119760479044,0.2125748502994012
Albert Hannemann,1970-05-04,333,0.43843843843843844,75,0.3423400779188136,0.6336336336336337,1.117117117117117,0.36036036036036034,8.045045045045045
Chaim Schalk,1986-04-23,330,0.5575757575757576,77,0.42463014794082365,0.19393939393939394,0.41818181818181815,0.01818181818181818,2.584848484848485
Michal Kadziola,1989-05-28,330,0.49393939393939396,76,0.3487394957983193,0.024242424242424242,0.03333333333333333,0.08484848484848485,0.08181818181818182
Christoph Dieckmann,1976-01-07,329,0.6443768996960486,78,0.468,0.0243161094224924,0.03343465045592705,0.1641337386018237,0.12158054711246201
Philip Gabathuler,1982-12-24,325,0.4276923076923077,76,0.4041095890410959,0.052307692307692305,0.08,0.09846153846153846,0.06153846153846154
Canyon Ceman,1972-06-21,322,0.5403726708074534,77,0.3875673961306692,0.5496894409937888,0.9813664596273292,0.2577639751552795,6.425465838509317
Hans Stolfus,1976-12-29,320,0.5375,77,0.406203033201257,1.140625,2.284375,2.090625,4.78125
Juan Virgen,1987-04-09,318,0.5062893081761006,78,0.4675925925925926,0.07547169811320754,0.11320754716981132,0.10377358490566038,0.09433962264150944
Matt Prosser,1978-11-27,317,0.526813880126183,79,0.3531390134529148,0.5772870662460567,1.3533123028391167,2.5078864353312302,2.722397476340694
Yannick Salvetti,1980-08-04,317,0.3943217665615142,78,0.2727272727272727,0.0031545741324921135,0.04100946372239748,0.031545741324921134,0.01892744479495268
Paul Laciga,1970-11-24,314,0.6528662420382165,76,0.6015037593984962,0.022292993630573247,0.041401273885350316,0,0.21656050955414013
Florian Gosch,1980-08-16,312,0.4551282051282051,77,0.30900243309002434,0.016025641025641024,0.038461538461538464,0.16346153846153846,0.11858974358974358
Robin Seidl,1990-01-21,312,0.46474358974358976,75,0.3917525773195876,0.028846153846153848,0.04807692307692308,0.1346153846153846,0.08653846153846154
Mischa Urbatzka,1983-03-29,306,0.545751633986928,75,0.43018867924528303,0.026143790849673203,0.07516339869281045,0.02287581699346405,0.20588235294117646
Alexandr Dyachenko,1980-10-23,305,0.4852459016393443,77,0.41823899371069184,0.029508196721311476,0.05901639344262295,0.013114754098360656,0.21311475409836064
Brent Doble,1970-01-03,305,0.5508196721311476,78,0.3736469909077789,0.32786885245901637,0.5573770491803278,3.00327868852459,3.622950819672131
John Moran,1976-04-19,305,0.5016393442622951,77,0.39322533136966126,0.3016393442622951,0.8655737704918033,1.019672131147541,1.9737704918032788
Markus Bockermann,1986-01-14,304,0.5361842105263158,78,0.4045307443365696,0.07236842105263158,0.16776315789473684,0.08552631578947369,0.14144736842105263
Viacheslav Krasilnikov,1991-04-28,302,0.6788079470198676,77,0.5439330543933054,0.016556291390728478,0.06622516556291391,0.0033112582781456954,0.2947019867549669
Vitor Felipe,1991-03-10,301,0.5681063122923588,76,0.41776315789473684,0.059800664451827246,0.08970099667774087,0.09966777408637874,0.1760797342192691
Alexander Huber,1985-07-25,300,0.46,71,0.3474025974025974,0.013333333333333334,0.07333333333333333,0.006666666666666667,0.29
Peter Gartmayer,1978-02-25,299,0.44481605351170567,76,0.4413793103448276,0.020066889632107024,0.07692307692307693,0.10033444816053512,0.06688963210702341
Mark Heese,1969-08-15,297,0.468013468013468,72,0.5959595959595959,0.020202020202020204,0.04040404040404041,0.016835016835016835,0.25252525252525254
Christopher McHugh,1989-08-31,296,0.44932432432432434,78,0.44933920704845814,0.0472972972972973,0.0945945945945946,0.010135135135135136,0.16216216216216217
Mike Morrison,1979-01-07,294,0.48639455782312924,78,0.3513457556935818,0.38095238095238093,1.1734693877551021,2.173469387755102,2.17687074829932
Premysl Kubala,1973-12-16,294,0.46598639455782315,80,0.4354066985645933,0.02040816326530612,0.06802721088435375,0.11224489795918367,0.11224489795918367
Scott Wong,1978-12-31,294,0.5340136054421769,77,0.37559088955737,0.5986394557823129,1.3979591836734695,2.3843537414965987,5.017006802721088
Ty Tramblie,1980-10-22,294,0.47619047619047616,72,0.2965144820814924,0.6122448979591837,1.3503401360544218,0.07482993197278912,8.054421768707483
Andrew Schacht,1973-05-22,291,0.5429553264604811,76,0.4943820224719101,0.041237113402061855,0.037800687285223365,0.01718213058419244,0.2268041237113402
Markus Egger,1975-02-24,291,0.6082474226804123,75,0.7176470588235294,0.006872852233676976,0,0.003436426116838488,0.13745704467353953
Taylor Crabb,1992-01-26,289,0.6643598615916955,72,0.40777597778292063,0.4463667820069204,0.8373702422145328,0.05190311418685121,6.930795847750865
Rich VanHuizen,1975-11-25,287,0.43205574912891986,81,0.46,0.027874564459930314,0.003484320557491289,0.34843205574912894,0.010452961672473868
Stefan Kobel,1974-02-13,286,0.6328671328671329,75,0.5484949832775919,0.017482517482517484,0.06993006993006994,0.0034965034965034965,0.32517482517482516
Adam Jewell,1975-06-24,285,0.5017543859649123,77,0.3979364758243981,0.8070175438596491,1.9894736842105263,1.105263157894737,5.024561403508772
Russ Marchewka,1982-10-05,285,0.49122807017543857,78,0.32713146595788184,1.1543859649122807,2.456140350877193,1.6421052631578947,2.2035087719298247
Karch Kiraly,2060-11-03,283,0.6713780918727915,74,0.39938036896211804,0.254416961130742,0.3286219081272085,0.3992932862190813,9.060070671378092
Bjorn Berg,1972-01-24,280,0.45,77,0.5274725274725275,0.014285714285714285,0.010714285714285714,0.07857142857142857,0.125
Andy Ces,1982-07-03,279,0.46953405017921146,77,0.27235772357723576,0.03225806451612903,0.10752688172043011,0.0967741935483871,0.17562724014336917
Ruslans Sorokins,1982-03-11,276,0.47101449275362317,77,0.5029239766081871,0.06884057971014493,0.17391304347826086,0.14130434782608695,0.17391304347826086
Alex Ranghieri,1987-06-18,274,0.5547445255474452,78,0.6607142857142857,0.0036496350364963502,0.043795620437956206,0.058394160583941604,0.029197080291970802
Alexey Sidorenko,1983-08-26,274,0.4562043795620438,78,0.4166666666666667,0.014598540145985401,0.08394160583941605,0.06934306569343066,0.058394160583941604
Matteo Ingrosso,1988-02-12,271,0.4870848708487085,75,0.46808510638297873,0,0.01107011070110701,0,0.08118081180811808
Adrian Carambula,1988-03-16,267,0.5842696629213483,72,0.4343373493975904,0.1760299625468165,0.5880149812734082,0.018726591760299626,2.8726591760299627
Jeremy Casebeer,1989-01-03,267,0.5318352059925093,77,0.3944575471698113,1.3745318352059925,3.1385767790262173,2.655430711610487,2.067415730337079
Ahren Cadieux,1975-04-06,264,0.4015151515151515,76,0.3191489361702128,0.003787878787878788,0.045454545454545456,0,0.125
Conrad Leinemann,1971-04-02,264,0.4431818181818182,75,0.5510204081632653,0.011363636363636364,0,0.011363636363636364,0.03787878787878788
Lars Fluggen,1990-05-24,262,0.5534351145038168,76,0.4968553459119497,0.03816793893129771,0.09541984732824428,0.007633587786259542,0.21755725190839695
Sam Schachter,1990-05-08,260,0.5,78,0.4117647058823529,0.057692307692307696,0.15,0.04230769230769231,0.4269230769230769
Jeff Carlucci,1975-01-27,258,0.49224806201550386,78,0.3365710413372487,0.8875968992248062,2.503875968992248,1.5387596899224807,2.8333333333333335
Kentaro Asahi,1975-09-19,258,0.43023255813953487,78,0.44390243902439025,0.01937984496124031,0.027131782945736434,0.10465116279069768,0.023255813953488372
Paolo Ingrosso,1988-02-12,257,0.47470817120622566,75,0.40350877192982454,0.0038910505836575876,0.007782101167315175,0.054474708171206226,0.0311284046692607
AJ Mihalic,1976-05-06,256,0.4921875,76,0.3712737127371274,0.27734375,0.89453125,1.34375,2.07421875
Jan Schnider,1983-01-07,255,0.45098039215686275,77,0.33992094861660077,0.027450980392156862,0.12156862745098039,0.03529411764705882,0.2235294117647059
Lombardo Ontiveros,1983-11-09,253,0.525691699604743,74,0.44571428571428573,0.023715415019762844,0.08695652173913043,0.003952569169960474,0.39920948616600793
Pedro Brazao,1979-11-27,251,0.5139442231075697,77,0.364240790655885,1.203187250996016,2.3784860557768925,0.450199203187251,7.414342629482071
Avery Drost,1986-09-07,250,0.504,77,0.38459831335996447,0.772,1.728,1.6,3.32
Francisco Alvarez,1969-04-12,250,0.536,72,0.5609756097560976,0.016,0.008,0.004,0.228
Jefferson Bellaguarda,1976-09-12,250,0.556,76,0.4375,0.028,0.068,0,0.26
Miguel Maia,1971-04-23,248,0.4274193548387097,71,0.41,0.016129032258064516,0.05241935483870968,0,0.2661290322580645
Sebastian Dollinger,1984-05-11,248,0.4838709677419355,81,0.441025641025641,0.05241935483870968,0.16129032258064516,0.18548387096774194,0.06048387096774194
Hannes Brinkborg,1978-07-09,247,0.43724696356275305,78,0.3763440860215054,0.012145748987854251,0.05668016194331984,0.008097165991902834,0.18218623481781376
Yaroslav Koshkarev,1985-05-21,247,0.5182186234817814,76,0.38484848484848483,0.05668016194331984,0.15789473684210525,0.004048582995951417,0.3441295546558704
Jason Lee,1977-11-17,245,0.42857142857142855,78,0.4215200330441966,0.3795918367346939,0.9877551020408163,1.453061224489796,5.844897959183673
Nikolas Berger,1974-03-18,244,0.5368852459016393,77,0.5546218487394958,0.0778688524590164,0.028688524590163935,0.06557377049180328,0.27459016393442626
Esteban Grimalt,1991-01-09,243,0.5020576131687243,75,0.4788135593220339,0.03292181069958848,0.09465020576131687,0.00823045267489712,0.2716049382716049
Marco Grimalt,1989-07-11,243,0.5020576131687243,77,0.4473684210526316,0.0205761316872428,0.04526748971193416,0.09876543209876543,0.09876543209876543
Steve Grotowski,1982-05-30,242,0.4834710743801653,78,0.4092295957284516,0.4669421487603306,1.1694214876033058,0.9297520661157025,1.6322314049586777
David Fischer,1972-04-09,241,0.5269709543568465,75,0.35462555066079293,0.18672199170124482,0.5809128630705395,0.1991701244813278,2.3734439834024896
Igor Kolodinsky,1983-07-07,238,0.6470588235294118,78,0.45,0.025210084033613446,0.15126050420168066,0.1092436974789916,0.037815126050420166
Tande Ramos,1970-03-20,236,0.711864406779661,78,0.6712328767123288,0.025423728813559324,0,0.025423728813559324,0.0847457627118644
Thiago Santos Barbosa,1982-12-10,236,0.5677966101694916,78,0.25609756097560976,0.0211864406779661,0.0423728813559322,0.05084745762711865,0.05508474576271186
Justin Phipps,1978-05-09,235,0.4851063829787234,74,0.304383788254756,0.1148936170212766,0.3617021276595745,0.02127659574468085,1.476595744680851
Javier Bosma,1969-11-06,233,0.5236051502145923,75,0.6095617529880478,0.008583690987124463,0.017167381974248927,0.004291845493562232,0.33905579399141633
Serguey Prokopyev,1986-08-21,230,0.47391304347826085,76,0.3713355048859935,0.034782608695652174,0.1391304347826087,0,0.5434782608695652
Kjell Schneider,1976-10-04,229,0.5633187772925764,78,0.5135135135135135,0.008733624454148471,0,0.03056768558951965,0.039301310043668124
Riccardo Lione,1972-04-13,229,0.4890829694323144,78,0.2692307692307692,0.013100436681222707,0.026200873362445413,0.034934497816593885,0.021834061135371178
Bo Soderberg,1977-05-06,228,0.4342105263157895,77,0.40463917525773196,0.06140350877192982,0.18421052631578946,0.008771929824561403,0.5219298245614035
Inocencio Lario,1984-02-28,225,0.4088888888888889,77,0.3192307692307692,0.017777777777777778,0.1111111111111111,0.04888888888888889,0.25333333333333335
Brad Torsone,1975-01-14,224,0.48660714285714285,78,0.33908387864366446,0.13839285714285715,0.32142857142857145,1.1339285714285714,0.875
Austin Rester,1982-03-31,222,0.44144144144144143,79,0.37514792899408284,0.8468468468468469,2.4144144144144146,2.2162162162162162,3.189189189189189
Christian Sorum,1995-12-03,220,0.7,76,0.31985294117647056,0.013636363636363636,0.022727272727272728,0.013636363636363636,0.2681818181818182
Sam Pedlow,1987-06-14,220,0.509090909090909,77,0.47572815533980584,0.07272727272727272,0.19090909090909092,0.10454545454545454,0.08181818181818182
Braidy Halverson,1983-03-08,219,0.5205479452054794,77,0.3614844533600802,0.5525114155251142,1.4155251141552512,2.4840182648401825,2.6666666666666665
Grant O'Gorman,1993-11-02,218,0.48623853211009177,74,0.48255813953488375,0.0045871559633027525,0.07339449541284404,0.0045871559633027525,0.4541284403669725
"Gustavo ""Guto"" Carvalhaes",1993-08-20,218,0.6467889908256881,73,0.37662337662337664,0.045871559633027525,0.09174311926605505,0.05504587155963303,0.7568807339449541
Scott Lane,1974-02-21,217,0.3824884792626728,78,0.39869585468095015,1.1290322580645162,1.7741935483870968,1.912442396313364,2.110599078341014
Markus Dieckmann,1976-01-07,216,0.6574074074074074,74,0.5576036866359447,0.023148148148148147,0.013888888888888888,0.004629629629629629,0.3055555555555556
Bjorn Maaseide,2068-03-07,212,0.4056603773584906,78,0.49034749034749037,0.0047169811320754715,0.04716981132075472,0.08490566037735849,0.18396226415094338
Fabien Dugrip,1976-03-29,212,0.42452830188679247,75,0.23295454545454544,0.02358490566037736,0.04716981132075472,0,0.1320754716981132
